0,nombres_productos,precios,categoria,imagenes
https://hipermarfish.com/market/productos/arroces-y-harinas,Arroz Dulce en Bulto x 11.35 Kg X Unidad x 11.35 kg ,$ 158.000                          ,ARROCES Y HARINAS,https://hipermarfish.com/public/images/productos/NQBW062220210914_400.jpg
https://hipermarfish.com/market/productos/arroces-y-harinas,Arroz Pepa 1 Kg X Unidad x 1 kg ,$ 6.300                          ,ARROCES Y HARINAS,https://hipermarfish.com/public/images/productos/DEJW021020220508_400.jpg
https://hipermarfish.com/market/productos/arroces-y-harinas,Masago Arare 300 g X Unidad x 300 g ,$ 59.000                          ,ARROCES Y HARINAS,https://hipermarfish.com/public/images/productos/RIBC021020220400_400.jpg
https://hipermarfish.com/market/productos/arroces-y-harinas,Panko Blanco en Bulto 9.08 Kg X Paquete x 9.08 kg ,$ 152.000                          ,ARROCES Y HARINAS,https://hipermarfish.com/public/images/productos/YQRX121020210244_400.jpg
https://hipermarfish.com/market/productos/arroces-y-harinas,Panko 1 Kg X Paquete x 1 kg ,$ 18.000                          ,ARROCES Y HARINAS,https://hipermarfish.com/public/images/productos/JYIZ060820220247_400.jpg
https://hipermarfish.com/market/productos/arroces-y-harinas,Panko 500 g X Unidad x 500 g ,$ 9.900                          ,ARROCES Y HARINAS,https://hipermarfish.com/public/images/productos/CCCL060820220252_400.jpg
https://hipermarfish.com/market/productos/arroces-y-harinas,Tempura en Bulto X Unidad ,$ 211.000                          ,ARROCES Y HARINAS,https://hipermarfish.com/public/images/productos/YFWH042720200222_400.jpg
https://hipermarfish.com/market/productos/arroces-y-harinas,Tempura 1 Kg X Unidad x 1 kg ,$ 24.000                          ,ARROCES Y HARINAS,https://hipermarfish.com/public/images/productos/XFZP031720220833_400.jpg
https://hipermarfish.com/market/productos/arroces-y-harinas,Rice Paper Spring 500 g X Paquete x 500 g ,$ 13.300                          ,ARROCES Y HARINAS,https://hipermarfish.com/public/images/productos/EOXW080320221042_400.jpg
https://hipermarfish.com/market/productos/algas-y-deshidratados,Ajonjolí Negro Roland 454 g X Unidad x 454 g ,$ 49.800                          ,ALGAS Y DESHIDRATADOS,https://hipermarfish.com/public/images/productos/ZLEF021020220310_400.jpg
https://hipermarfish.com/market/productos/algas-y-deshidratados,Ajonjolí Negro x 1Kg X Unidad x 1 kg ,$ 33.600                          ,ALGAS Y DESHIDRATADOS,https://hipermarfish.com/public/images/productos/GJPE033020220427_400.jpg
https://hipermarfish.com/market/productos/algas-y-deshidratados,Ajonjolí Negro Tassya 500 g X Unidad x 500 g ,$ 27.200                          ,ALGAS Y DESHIDRATADOS,https://hipermarfish.com/public/images/productos/YOUO082420190354_400.jpg
https://hipermarfish.com/market/productos/algas-y-deshidratados,Ajonjolí Negro 226 g X Unidad x 226 g ,$ 30.200                          ,ALGAS Y DESHIDRATADOS,https://hipermarfish.com/public/images/productos/IQPV021020220311_400.jpg
https://hipermarfish.com/market/productos/algas-y-deshidratados,Ajonjolí Negro 117 g X Unidad x 117 g ,$ 24.300                          ,ALGAS Y DESHIDRATADOS,https://hipermarfish.com/public/images/productos/JNOK021020220311_400.jpg
https://hipermarfish.com/market/productos/algas-y-deshidratados,Ajonjolí Blanco 500 g X Unidad x 500 g ,$ 14.000                          ,ALGAS Y DESHIDRATADOS,https://hipermarfish.com/public/images/productos/UPQH111920220314_400.jpg
https://hipermarfish.com/market/productos/algas-y-deshidratados,Algas Golden x 50 Hojas X Paquete x 50 u ,$ 36.800                          ,ALGAS Y DESHIDRATADOS,https://hipermarfish.com/public/images/productos/XQCM021020220322_400.jpg
https://hipermarfish.com/market/productos/algas-y-deshidratados,Algas x 10 Hojas X Paquete x 10 u ,$ 11.100                          ,ALGAS Y DESHIDRATADOS,https://hipermarfish.com/public/images/productos/NMJT020820200852_400.jpg
https://hipermarfish.com/market/productos/algas-y-deshidratados,Algas Kombu Dashi 114 g X Paquete x 114 g ,$ 9.500                          ,ALGAS Y DESHIDRATADOS,https://hipermarfish.com/public/images/productos/TAKE021020220509_400.jpg
https://hipermarfish.com/market/productos/algas-y-deshidratados,Shiitake Hongos Pequeño 250 g X Paquete x 250 g ,$ 29.800                          ,ALGAS Y DESHIDRATADOS,https://hipermarfish.com/public/images/productos/SNKF102520221043_400.jpg
https://hipermarfish.com/market/productos/algas-y-deshidratados,Wakame 250  g X Unidad x 250 g ,$ 18.600                          ,ALGAS Y DESHIDRATADOS,https://hipermarfish.com/public/images/productos/TUTW121920191006_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Licor Jinro Chamisul 360 ml X Botella x 360 ml ,$ 20.500                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/DRSB062520220142_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Cerveza Tsingtao Botella 640 ml X Botella x 640 ml ,$ 14.700                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/LPAK110920200506_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Cerveza Tsingtao Botella 330 ml X Botella x 330 ml ,$ 7.500                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/XMKB062520210739_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Vino Blanco Santa Rita 120 Sauvignon blanc (Chile) 750 ml X Botella x 750 ml ,$ 85.900                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/SDIJ071120220817_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Vino Blanco Undurraga Chardonnay de 750 ml X Botella x 750 ml ,$ 54.000                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/ITTS020120210457_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Vino Blanco Casillero del Diablo Sauvignon Blanc (Chile) 375 X Botella x 375 ml ,$ 35.100                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/KQDI071620220358_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Vino Tinto Undurraga de 375 ml X Botella x 375 ml ,$ 29.000                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/MSLL020120210434_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Sake Hana Lychee 375 ml X Botella x 375 ml ,$ 33.000                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/B5A2818_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Sake Hana Lychee 750 ml X Botella x 750 ml ,$ 57.800                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/B5A2822_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Sake Hana White Peach 375 ml X Botella x 375 ml ,$ 33.000                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/B5A2831_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Sake Hana Peach 750 ml X Botella x 750 ml ,$ 57.800                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/B5A2829_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Sho Chiku Bai 1.5 L X Botella x 1.50 lt ,$ 76.000                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/NVRP020120200836_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Sho Chiku Bai 750 ml X Botella x 750 ml ,$ 41.000                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/B5A2828_400.jpg
https://hipermarfish.com/market/productos/bebidas-y-licores,Sho Chiku Bai 180 ml X Botella x 180 ml ,$ 14.000                          ,BEBIDAS Y LICORES,https://hipermarfish.com/public/images/productos/B5A2868_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Espadines Ahumados en Aceite 270 g X Unidad x 270 g ,$ 12.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/ODTO050620200829_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Espadines Ahumados en Aceite 240 g X Unidad x 240 g ,$ 9.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/ZPUB082720221024_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Espadines Ahumados en Aceite 160 g X Unidad x 160 g ,$ 7.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/VLNX082720221028_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Espadines Ahumados en Aceite 120 g X Unidad x 120 g ,$ 9.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/AMGS082720221028_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Espadines Ahumados en Aceite 100 g X Unidad x 100 g ,$ 7.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/SNRE042520220422_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Espadines en Salsa de Tomate 280 g X Unidad x 280 g ,$ 11.300                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/EJFB050620200828_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Espadines en Salsa de Tomate 240 g X Unidad x 240 g ,$ 7.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/RSBN042520220146_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Espadines Ahumados con Chile 100 g X Unidad x 100 g ,$ 7.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/ZOZI042520220421_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Espadines Ahumados con Limón 100 g X Unidad x 100 g ,$ 7.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/KNRH042520220421_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Sardinas Ahumados en Aceite 120 g X Unidad x 120 g ,$ 9.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/GASQ051920220527_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Sardinas Ahumados con Chili 120 g X Unidad x 120 g ,$ 7.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/UXHB051920220527_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Sardinas en Aceite de Limón 120 g X Unidad x 120 g ,$ 9.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/ULOH051920220528_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Sardinas en Aceite de Oliva 120 g X Unidad x 120 g ,$ 7.500                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/KNKI051920220528_400.jpg
https://hipermarfish.com/market/productos/conservas-y-enlatados,Lychees en Almíbar 567 g X Unidad x 567 g ,$ 11.000                          ,CONSERVAS Y ENLATADOS,https://hipermarfish.com/public/images/productos/NXAO021020220302_400.jpg
