nombres_productos,categorias,precios,imagenes,url
Espadines Ahumados con Limón 100 g X Unidad x 100 g ,CONSERVAS Y ENLATADOS,$ 8.100                          ,https://hipermarfish.com/public/images/productos/KNRH042520220421_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Sardinas Ahumados en Aceite 120 g X Unidad x 120 g ,CONSERVAS Y ENLATADOS,$ 9.500                          ,https://hipermarfish.com/public/images/productos/GASQ051920220527_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Sardinas Ahumados con Chili 120 g X Unidad x 120 g ,CONSERVAS Y ENLATADOS,$ 10.200                          ,https://hipermarfish.com/public/images/productos/UXHB051920220527_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Sardinas en Aceite de Limón 120 g X Unidad x 120 g ,CONSERVAS Y ENLATADOS,$ 10.200                          ,https://hipermarfish.com/public/images/productos/ULOH051920220528_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Sardinas en Aceite de Oliva 120 g X Unidad x 120 g ,CONSERVAS Y ENLATADOS,$ 9.700                          ,https://hipermarfish.com/public/images/productos/KNKI051920220528_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Rábano Takuwan 1 kg X Unidad x 1 kg ,CONSERVAS Y ENLATADOS,$ 22.800                          ,https://hipermarfish.com/public/images/productos/CPPC102620230443_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Lychees en Almíbar 567 g X Unidad x 567 g ,CONSERVAS Y ENLATADOS,$ 11.000                          ,https://hipermarfish.com/public/images/productos/HZOV052520230816_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Anchovies / Boquerones en Ajo 198 g X Unidad x 198 g ,CONSERVAS Y ENLATADOS,$ 29.300                          ,https://hipermarfish.com/public/images/productos/GFDP011420210146_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Anchovies / Boquerones en Pimienta 198 g X Unidad x 198 g ,CONSERVAS Y ENLATADOS,$ 29.300                          ,https://hipermarfish.com/public/images/productos/B5A3346_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Anchovies / Boquerones con Aceituna 198 g X Unidad x 198 g ,CONSERVAS Y ENLATADOS,$ 29.300                          ,https://hipermarfish.com/public/images/productos/LCLZ082420190355_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Jengibre Tassya 1 Kg X Paquete x 1 kg ,CONSERVAS Y ENLATADOS,$ 18.800                          ,https://hipermarfish.com/public/images/productos/RBAD021020220503_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Jengibre 100 g X Unidad x 100 g ,CONSERVAS Y ENLATADOS,$ 3.100                          ,https://hipermarfish.com/public/images/productos/ITEP021020220404_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Arenques / Herring en Vino 340 g X Unidad x 340 g ,CONSERVAS Y ENLATADOS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/B5A3338_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Arenques / Herring Rollmops 340 g X Unidad x 340 g ,CONSERVAS Y ENLATADOS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/NIRQ071420200808_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Arenques / Herring Marinado 340 g X Unidad x 340 g ,CONSERVAS Y ENLATADOS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/B5A3323_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Arenques / Herring en Mostaza 340 g X Unidad x 340 g ,CONSERVAS Y ENLATADOS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/B5A3337_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Arenques / Herring en Crema 340 g X Unidad x 340 g ,CONSERVAS Y ENLATADOS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/B5A3339_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Caviar de Salmón 50 g X Unidad x 50 g ,CONSERVAS Y ENLATADOS,$ 74.000                          ,https://hipermarfish.com/public/images/productos/B5A3316_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Caviar Rojo 100 g X Unidad x 100 g ,CONSERVAS Y ENLATADOS,$ 36.900                          ,https://hipermarfish.com/public/images/productos/B5A3341_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Caviar Negro 100 g X Unidad x 100 g ,CONSERVAS Y ENLATADOS,$ 36.900                          ,https://hipermarfish.com/public/images/productos/B5A3317_400.jpg,https://hipermarfish.com/market/productos/conservas-y-enlatados
Red Chili Pepper Flakes 2.26 kg X Unidad x 2.26 kg ,CONDIMENTOS Y ESPECIAS,$ 105.500                          ,https://hipermarfish.com/public/images/productos/PYFF071520230406_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Red Chili Pepper Flakes 453 g X Unidad x 453 g ,CONDIMENTOS Y ESPECIAS,$ 22.700                          ,https://hipermarfish.com/public/images/productos/CTGH081020230316_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Red Chili Pepper Flakes 200 g X Unidad x 200 g ,CONDIMENTOS Y ESPECIAS,$ 23.700                          ,https://hipermarfish.com/public/images/productos/DEIA081020230552_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Tasty Curry Mild 200 g X Unidad x 200 g ,CONDIMENTOS Y ESPECIAS,$ 21.400                          ,https://hipermarfish.com/public/images/productos/HYSG081020230320_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Tasty Curry Medio Hot 200 g X Unidad x 200 g ,CONDIMENTOS Y ESPECIAS,$ 21.400                          ,https://hipermarfish.com/public/images/productos/NBKH081020230324_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Tasty Curry Hot 200 g X Unidad x 200 g ,CONDIMENTOS Y ESPECIAS,$ 21.400                          ,https://hipermarfish.com/public/images/productos/RRVX081020230321_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Kokumaro Curry Medio Hot 140 g X Unidad x 140 g ,CONDIMENTOS Y ESPECIAS,$ 19.500                          ,https://hipermarfish.com/public/images/productos/QRJP071520230430_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Kokumaro Curry Hot 140 g X Unidad x 140 g ,CONDIMENTOS Y ESPECIAS,$ 19.500                          ,https://hipermarfish.com/public/images/productos/IBVA071520230432_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Golden Curry Mild 220 g X Caja x 220 g ,CONDIMENTOS Y ESPECIAS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/UNFP110920200835_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Golden Curry Hot 220 g X Caja x 220 g ,CONDIMENTOS Y ESPECIAS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/BHCO081020230322_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Golden Curry Medium Hot 220 g X Caja x 220 g ,CONDIMENTOS Y ESPECIAS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/PYNQ111220220234_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Golden Curry Extra Hot 220 g X Caja x 220 g ,CONDIMENTOS Y ESPECIAS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/XPCK081020230325_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Vermont Curry Mild 230 g X Caja x 230 g ,CONDIMENTOS Y ESPECIAS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/DBJK050720210520_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Vermont Curry Hot 230 g X Unidad x 230 g ,CONDIMENTOS Y ESPECIAS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/GUOT081020230329_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Vermont Curry Medio Hot 230 g X Unidad x 230 g ,CONDIMENTOS Y ESPECIAS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/EQNF081020230327_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Curry Powder 85 g X Unidad x 85 g ,CONDIMENTOS Y ESPECIAS,$ 21.000                          ,https://hipermarfish.com/public/images/productos/JBIW112520200359_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Azafrán 1 g X Unidad x 1 g ,CONDIMENTOS Y ESPECIAS,$ 21.200                          ,https://hipermarfish.com/public/images/productos/VBYD082620190809_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Togarashi Tassya 454 g X Paquete x 454 g ,CONDIMENTOS Y ESPECIAS,$ 20.100                          ,https://hipermarfish.com/public/images/productos/GVLL081020230315_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Furikake Salmón 50 g X Unidad x 50 g ,CONDIMENTOS Y ESPECIAS,$ 20.000                          ,https://hipermarfish.com/public/images/productos/ZMMJ021020220325_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Furikake Wasabi 50 g X Unidad x 50 g ,CONDIMENTOS Y ESPECIAS,$ 20.000                          ,https://hipermarfish.com/public/images/productos/QTKG103020200422_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Furikake Noritamago 50 g X Unidad x 50 g ,CONDIMENTOS Y ESPECIAS,$ 20.000                          ,https://hipermarfish.com/public/images/productos/EFXG021020220325_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Hondashi Tassya 1 Kg X Unidad x 1 kg ,CONDIMENTOS Y ESPECIAS,$ 56.700                          ,https://hipermarfish.com/public/images/productos/UFHO052920200138_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Tinta de Calamar 500 g X Unidad x 500 g ,CONDIMENTOS Y ESPECIAS,$ 118.500                          ,https://hipermarfish.com/public/images/productos/GZQN042720200134_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Tinta de Calamar en Sobre x 4  Und de 4 g X Paquete x 4 u ,CONDIMENTOS Y ESPECIAS,$ 12.000                          ,https://hipermarfish.com/public/images/productos/DKPJ021020220511_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Sal Marina Fina 750 g X Unidad x 750 g ,CONDIMENTOS Y ESPECIAS,$ 20.300                          ,https://hipermarfish.com/public/images/productos/GICK082120200843_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Sal Marina Fina 250 g X Unidad x 250 g ,CONDIMENTOS Y ESPECIAS,$ 13.000                          ,https://hipermarfish.com/public/images/productos/XEXB112520200358_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Sal Marina Gruesa 750 g X Unidad x 750 g ,CONDIMENTOS Y ESPECIAS,$ 20.300                          ,https://hipermarfish.com/public/images/productos/QJYY082120200845_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Caldo de Camarón 200 g X Unidad x 200 g ,CONDIMENTOS Y ESPECIAS,$ 7.500                          ,https://hipermarfish.com/public/images/productos/GBRP082420190835_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Coco Rayado 250 g X Paquete x 250 g ,CONDIMENTOS Y ESPECIAS,$ 7.500                          ,https://hipermarfish.com/public/images/productos/FHPU101520201228_400.jpg,https://hipermarfish.com/market/productos/condimentos-y-especias
Bulto Leche de Coco x 15 kg X Unidad x 15 kg ,LECHE DE COCO,$ 748.000                          ,https://hipermarfish.com/public/images/productos/NXKG122320220303_400.jpg,https://hipermarfish.com/market/productos/leche-de-coco
Crema de Coco Lata 13.5 oz. (400 ml) X Lata x 400 ml ,LECHE DE COCO,$ 7.000                          ,https://hipermarfish.com/public/images/productos/BMQS071420230536_400.jpg,https://hipermarfish.com/market/productos/leche-de-coco
Leche de Coco Lata 5.8 oz. (165 ml) X Lata x 165 ml ,LECHE DE COCO,$ 3.700                          ,https://hipermarfish.com/public/images/productos/B5A2901_400.jpg,https://hipermarfish.com/market/productos/leche-de-coco
Leche de Coco Crema Thai 370 g X Unidad x 370 g ,LECHE DE COCO,$ 19.400                          ,https://hipermarfish.com/public/images/productos/B5A2952_400.jpg,https://hipermarfish.com/market/productos/leche-de-coco
Leche de Coco en Polvo 250 g X Unidad x 250 g ,LECHE DE COCO,$ 16.000                          ,https://hipermarfish.com/public/images/productos/UEWT122820190701_400.jpg,https://hipermarfish.com/market/productos/leche-de-coco
Koala´s March Fresa X Unidad ,POSTRES Y DULCES,$ 6.500                          ,https://hipermarfish.com/public/images/productos/BCEZ052520230814_400.jpg,https://hipermarfish.com/market/productos/postres-y-dulces
Koala´s March Chocolate X Unidad ,POSTRES Y DULCES,$ 6.500                          ,https://hipermarfish.com/public/images/productos/FQPB052520230813_400.jpg,https://hipermarfish.com/market/productos/postres-y-dulces
Koala´s March Mantequilla X Unidad ,POSTRES Y DULCES,$ 6.500                          ,https://hipermarfish.com/public/images/productos/DERQ052520230814_400.jpg,https://hipermarfish.com/market/productos/postres-y-dulces
Crunky Chocolate X Unidad ,POSTRES Y DULCES,$ 6.300                          ,https://hipermarfish.com/public/images/productos/FZXP052520230812_400.jpg,https://hipermarfish.com/market/productos/postres-y-dulces
Chocolate Pie X Unidad ,POSTRES Y DULCES,$ 8.500                          ,https://hipermarfish.com/public/images/productos/YGFQ052520230810_400.jpg,https://hipermarfish.com/market/productos/postres-y-dulces
Soon Vegan Cup Noodle 67 g X Unidad x 67 g ,PASTAS Y NOODLES,$ 6.000                          ,https://hipermarfish.com/public/images/productos/HLVL081020230550_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Ramen Shio Sun 348 g X Unidad x 348 g ,PASTAS Y NOODLES,$ 29.800                          ,https://hipermarfish.com/public/images/productos/UJHY051920220356_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Ramen Shoyu Sun  355 g X Unidad x 355 g ,PASTAS Y NOODLES,$ 29.800                          ,https://hipermarfish.com/public/images/productos/RECA051920220327_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Ramen Miso Sun 373 g X Unidad x 373 g ,PASTAS Y NOODLES,$ 27.000                          ,https://hipermarfish.com/public/images/productos/UCBB051920220343_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Ramen Tonkotsu Sun 243 g X Unidad x 243 g ,PASTAS Y NOODLES,$ 27.000                          ,https://hipermarfish.com/public/images/productos/ANRV051920220401_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Ramen Buldak Quattro Cheese 725 g X Unidad x 725 g ,PASTAS Y NOODLES,$ 41.000                          ,https://hipermarfish.com/public/images/productos/STBN102620230416_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Ramen Buldak Carbonara 650 g X Unidad x 650 g ,PASTAS Y NOODLES,$ 31.600                          ,https://hipermarfish.com/public/images/productos/SYIJ102620230417_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Vermicelli x 1 Kg X Paquete x 1 kg ,PASTAS Y NOODLES,$ 45.000                          ,https://hipermarfish.com/public/images/productos/MATW061420220339_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Pasta de Soya Ajo 500 g X Unidad x 500 g ,PASTAS Y NOODLES,$ 16.500                          ,https://hipermarfish.com/public/images/productos/VPTB052520230820_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Pasta de Soya 500 g X Unidad x 500 g ,PASTAS Y NOODLES,$ 15.500                          ,https://hipermarfish.com/public/images/productos/WSBK052520230819_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Rice Cake Tteokguk 907 g X Unidad x 907 g ,PASTAS Y NOODLES,$ 21.000                          ,https://hipermarfish.com/public/images/productos/KNHS021020220422_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Rice Cake Topokki 907 g X Unidad x 907 g ,PASTAS Y NOODLES,$ 21.000                          ,https://hipermarfish.com/public/images/productos/AVHC021020220428_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Pasta de Papa (Batata) 680 g X Paquete x 680 g ,PASTAS Y NOODLES,$ 25.000                          ,https://hipermarfish.com/public/images/productos/BBYM060920220522_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Egg Noodles 400 g X Unidad x 400 g ,PASTAS Y NOODLES,$ 8.000                          ,https://hipermarfish.com/public/images/productos/GKUA082720190330_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
"Pasta Sanuki Udon 1250 g X Unidad x 1,250 g ",PASTAS Y NOODLES,$ 61.000                          ,https://hipermarfish.com/public/images/productos/UIBU081020230419_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Pasta Vermicelli 500 g X Paquete x 500 g ,PASTAS Y NOODLES,$ 12.000                          ,https://hipermarfish.com/public/images/productos/SXMS082820210408_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Pasta Udon 300 g X Paquete x 300 g ,PASTAS Y NOODLES,$ 5.800                          ,https://hipermarfish.com/public/images/productos/ZWYP071920220910_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Pasta Soba 300 g X Paquete x 300 g ,PASTAS Y NOODLES,$ 6.500                          ,https://hipermarfish.com/public/images/productos/RVTL012920230139_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Pasta Ramen 300 g X Paquete x 300 g ,PASTAS Y NOODLES,$ 6.500                          ,https://hipermarfish.com/public/images/productos/CUMA101520201234_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Pasta de Arroz 5 mm de 400 g X Paquete x 400 g ,PASTAS Y NOODLES,$ 5.200                          ,https://hipermarfish.com/public/images/productos/B5A2798_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Pasta de Arroz 3 mm de 400 g X Paquete x 400 g ,PASTAS Y NOODLES,$ 5.200                          ,https://hipermarfish.com/public/images/productos/B5A2800_400.jpg,https://hipermarfish.com/market/productos/pastas-y-noodles
Salsa de Pescado Squid 300 ml X Unidad x 300 ml ,SALSAS Y ADEREZOS,$ 15.000                          ,https://hipermarfish.com/public/images/productos/PPMJ052520230825_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa de Soya Less Seasir x 5 gl X Unidad x 5  ,SALSAS Y ADEREZOS,$ 253.000                          ,https://hipermarfish.com/public/images/productos/DOEJ052520230859_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa de Soya Less Seasir 1 lt X Unidad ,SALSAS Y ADEREZOS,$ 14.000                          ,https://hipermarfish.com/public/images/productos/LCWU052520230822_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa de Soya Less Seasir 152 ml X Unidad ,SALSAS Y ADEREZOS,$ 7.000                          ,https://hipermarfish.com/public/images/productos/MDNE052520230822_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa de Soya Less Seasir 150 ml X Unidad x 150 ml ,SALSAS Y ADEREZOS,$ 7.000                          ,https://hipermarfish.com/public/images/productos/EIJF041420210226_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa de Soya Prémium 30 ml X Unidad x 30 ml ,SALSAS Y ADEREZOS,$ 600                          ,https://hipermarfish.com/public/images/productos/AHXP052520230857_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa de Pescado Squid 735 ml X Unidad x 725 ml ,SALSAS Y ADEREZOS,$ 26.500                          ,https://hipermarfish.com/public/images/productos/NAOL053120220558_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Lata de  Aceite de Ajonjolí kadoya 1.6 L X Unidad x 1.60 lt ,SALSAS Y ADEREZOS,$ 99.800                          ,https://hipermarfish.com/public/images/productos/MGGU121920190726_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Aceite Kadoya en Botella de 327 ml X Botella x 327 ml ,SALSAS Y ADEREZOS,$ 31.300                          ,https://hipermarfish.com/public/images/productos/NCAJ083120191222_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Aceite Kadoya Hot 163 ml X Unidad x 163 ml ,SALSAS Y ADEREZOS,$ 16.000                          ,https://hipermarfish.com/public/images/productos/IYCG052520230810_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Aceite de Coco Orgánico 500 ml X Unidad x 500 ml ,SALSAS Y ADEREZOS,$ 26.900                          ,https://hipermarfish.com/public/images/productos/UUKP022520210547_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Nam Pla Wan 215 g X Unidad x 215 g ,SALSAS Y ADEREZOS,$ 14.500                          ,https://hipermarfish.com/public/images/productos/B5A2878_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa de Soya Seasir 150 ml X Unidad x 150 ml ,SALSAS Y ADEREZOS,$ 8.800                          ,https://hipermarfish.com/public/images/productos/UKWE031720220825_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa Soya Citrus 1L X Unidad x 1 lt ,SALSAS Y ADEREZOS,$ 22.600                          ,https://hipermarfish.com/public/images/productos/B5A2858_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa Sriracha Hot Chili 482 g X Unidad x 482 g ,SALSAS Y ADEREZOS,$ 23.100                          ,https://hipermarfish.com/public/images/productos/NAKG051120200536_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa Sweet Chili 750 g X Unidad x 750 g ,SALSAS Y ADEREZOS,$ 20.200                          ,https://hipermarfish.com/public/images/productos/B5A2845_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa Sweet Chili 350 g X Unidad x 350 g ,SALSAS Y ADEREZOS,$ 11.000                          ,https://hipermarfish.com/public/images/productos/B5A2846_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa de Pescado Sunlee 720 ml X Unidad x 720 ml ,SALSAS Y ADEREZOS,$ 10.500                          ,https://hipermarfish.com/public/images/productos/ALXJ101520201234_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa de Ostras Tassya Grande 510 g X Unidad x 510 g ,SALSAS Y ADEREZOS,$ 18.500                          ,https://hipermarfish.com/public/images/productos/B5A2854_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa de Ostras Tassya 260 g X Unidad x 260 g ,SALSAS Y ADEREZOS,$ 12.500                          ,https://hipermarfish.com/public/images/productos/ZGCA121920190915_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa Ponzu Glaze Citrus 2.27 Kg X Unidad x 2.27 kg ,SALSAS Y ADEREZOS,$ 59.300                          ,https://hipermarfish.com/public/images/productos/B5A2779_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa Yuzu Ponzu Glaze 2.18 kg X Unidad x 2.18 kg ,SALSAS Y ADEREZOS,$ 62.000                          ,https://hipermarfish.com/public/images/productos/PNPX052520230824_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Salsa Poke Yamasa 2.13 Kg X Unidad x 2.13 kg ,SALSAS Y ADEREZOS,$ 48.800                          ,https://hipermarfish.com/public/images/productos/B5A2917_400.jpg,https://hipermarfish.com/market/productos/salsas-y-aderezos
Té de Jengibre y Miel 216 g X Paquete x 216 g ,TE,$ 15.400                          ,https://hipermarfish.com/public/images/productos/VBFQ082720221059_400.jpg,https://hipermarfish.com/market/productos/te
Té Verde 500 g X Unidad x 500 g ,TE,$ 30.800                          ,https://hipermarfish.com/public/images/productos/OIGC121920190918_400.jpg,https://hipermarfish.com/market/productos/te
Té Thai 454 g X Unidad x 454 g ,TE,$ 20.500                          ,https://hipermarfish.com/public/images/productos/B5A2931_400.jpg,https://hipermarfish.com/market/productos/te
Pega de Arroz 500 g X Unidad x 500 g ,TODO PARA SUSHI,$ 17.000                          ,https://hipermarfish.com/public/images/productos/SHME101520200507_400.jpg,https://hipermarfish.com/market/productos/todo-para-sushi
Masago 500 g X Unidad x 500 g ,TODO PARA SUSHI,$ 85.000                          ,https://hipermarfish.com/public/images/productos/CLPC101520200158_400.jpg,https://hipermarfish.com/market/productos/todo-para-sushi
Masago 80 g X Unidad x 80 g ,TODO PARA SUSHI,$ 15.500                          ,https://hipermarfish.com/public/images/productos/KOYK031720220900_400.jpg,https://hipermarfish.com/market/productos/todo-para-sushi
Wasabi 1 Kg X Unidad x 1 kg ,TODO PARA SUSHI,$ 48.000                          ,https://hipermarfish.com/public/images/productos/DEIY022620220404_400.jpg,https://hipermarfish.com/market/productos/todo-para-sushi
Wasabi 60 g X Unidad x 60 g ,TODO PARA SUSHI,$ 5.200                          ,https://hipermarfish.com/public/images/productos/JMHW101520201235_400.jpg,https://hipermarfish.com/market/productos/todo-para-sushi
Wasabi 43 g X Unidad x 43 g ,TODO PARA SUSHI,$ 7.000                          ,https://hipermarfish.com/public/images/productos/QUJM020820200840_400.jpg,https://hipermarfish.com/market/productos/todo-para-sushi
Vinagre Seasir 1.9 L X Unidad x 1.90 lt ,TODO PARA SUSHI,$ 31.300                          ,https://hipermarfish.com/public/images/productos/SWTN071420220520_400.jpg,https://hipermarfish.com/market/productos/todo-para-sushi
Vinagre Seasir 1 L X Botella x 1 lt ,TODO PARA SUSHI,$ 16.000                          ,https://hipermarfish.com/public/images/productos/IBCA071420220528_400.jpg,https://hipermarfish.com/market/productos/todo-para-sushi
Mirin Seasir 500 ml X Botella x 500 ml ,TODO PARA SUSHI,$ 15.600                          ,https://hipermarfish.com/public/images/productos/BOZS031720210653_400.jpg,https://hipermarfish.com/market/productos/todo-para-sushi
Lenguado Entero X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 22.000                          ,https://hipermarfish.com/public/images/productos/FDYU081020230307_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Mojarra Roja Fresca X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 16.000                          ,https://hipermarfish.com/public/images/productos/DHKG071120201002_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Mojarra Roja Congelada X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 20.400                          ,https://hipermarfish.com/public/images/productos/MGQQ051220200911_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Mojarra Roja Empacada al Vacío X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 18.500                          ,https://hipermarfish.com/public/images/productos/UEWN032520221035_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Mojarra Negra Empacada al Vacío X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 17.500                          ,https://hipermarfish.com/public/images/productos/LZWH060320230157_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Cachama al Vacio Congelado X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 16.000                          ,https://hipermarfish.com/public/images/productos/NKAI102520230414_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Bagre Rayado en Posta X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 32.000                          ,https://hipermarfish.com/public/images/productos/QWFJ020820200926_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Bagre de Mar en Posta X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 22.000                          ,https://hipermarfish.com/public/images/productos/SVUQ083120190432_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Sierra  en Posta X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 30.000                          ,https://hipermarfish.com/public/images/productos/NTUD042220230220_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Pargo Rojo Fresco al Vacio X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 40.000                          ,https://hipermarfish.com/public/images/productos/RUGQ052520230913_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
