nombres_productos,categorias,precios,imagenes,url
Arenque HG 453 g X Unidad x 453 g ,PESCADOS ENTEROS Y POSTAS,$ 19.000                          ,https://hipermarfish.com/public/images/productos/DWOC100920230435_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Róbalo Entero Pequeño X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 32.000                          ,https://hipermarfish.com/public/images/productos/QJBY060920220526_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Róbalo Entero Congelado X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 49.000                          ,https://hipermarfish.com/public/images/productos/VSTQ052520230950_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Macarela / Mackerel X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 31.100                          ,https://hipermarfish.com/public/images/productos/ZODG111520220821_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Trucha Entera Congelada X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 14.000                          ,https://hipermarfish.com/public/images/productos/ZJVC052620230454_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Branzino / Lubia X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 125.000                          ,https://hipermarfish.com/public/images/productos/CRRZ050620200948_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Corvina Empacada al Vacío X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 23.000                          ,https://hipermarfish.com/public/images/productos/LRAS060320230154_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Corvina Pequeña X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 18.000                          ,https://hipermarfish.com/public/images/productos/AGIU020420210215_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Pámpano X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 48.000                          ,https://hipermarfish.com/public/images/productos/UBJG041420210306_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Hueso de Bagre Carnudo X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 16.000                          ,https://hipermarfish.com/public/images/productos/SSLC102620230433_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Basa X Kilogramo ,PESCADOS ENTEROS Y POSTAS,$ 16.000                          ,https://hipermarfish.com/public/images/productos/IQMJ082620190935_400.jpg,https://hipermarfish.com/market/productos/pescados-enteros-y-postas
Gyoza / Empanaditas de Camarón x 10 Unidades X Paquete x 10 u ,LISTOS Y CONGELADOS,$ 12.500                          ,https://hipermarfish.com/public/images/productos/KKSB052520231001_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Hacao de Camarón X Paquete x 8 u ,LISTOS Y CONGELADOS,$ 12.500                          ,https://hipermarfish.com/public/images/productos/IQWP052620230514_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Shumai de Camarón X Paquete x 8 u ,LISTOS Y CONGELADOS,$ 12.500                          ,https://hipermarfish.com/public/images/productos/RHYW052620230514_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Baozi de Vegetales X Paquete x 6 u ,LISTOS Y CONGELADOS,$ 26.000                          ,https://hipermarfish.com/public/images/productos/PCSE052520230957_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Hamburguesa de Salmón 500 g X Paquete x 500 g ,LISTOS Y CONGELADOS,$ 29.500                          ,https://hipermarfish.com/public/images/productos/DRBY080920230641_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Hamburguesa de Atún 500 g X Paquete x 500 g ,LISTOS Y CONGELADOS,$ 21.500                          ,https://hipermarfish.com/public/images/productos/EACW080920230640_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Hamburguesa de Pescado 500 g X Unidad x 500 g ,LISTOS Y CONGELADOS,$ 15.500                          ,https://hipermarfish.com/public/images/productos/AYQH080920230641_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Croquetas de Pescado x 16 Unidades X Unidad x 454 g ,LISTOS Y CONGELADOS,$ 16.000                          ,https://hipermarfish.com/public/images/productos/DRVI080920230641_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Nuggets de Pescado 454 g X Paquete x 450 g ,LISTOS Y CONGELADOS,$ 13.500                          ,https://hipermarfish.com/public/images/productos/BGPD080920230642_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Miso Aka 1 Kg X Paquete x 1 kg ,LISTOS Y CONGELADOS,$ 22.900                          ,https://hipermarfish.com/public/images/productos/MNSE122420220233_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Miso Shiro 1 Kg X Paquete x 1 kg ,LISTOS Y CONGELADOS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/XNFY052620230508_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Miso Shiro 453 g X Unidad x 453 g ,LISTOS Y CONGELADOS,$ 30.900                          ,https://hipermarfish.com/public/images/productos/QTSR052620230513_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Miso bajo en Sodio 908 g X Unidad x 908 g ,LISTOS Y CONGELADOS,$ 25.500                          ,https://hipermarfish.com/public/images/productos/UGAN052620230513_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Miso Aka Organico 453 g X Unidad x 453 g ,LISTOS Y CONGELADOS,$ 30.900                          ,https://hipermarfish.com/public/images/productos/NJRR052620230513_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Red bean Bread 85 g X Unidad ,LISTOS Y CONGELADOS,$ 9.000                          ,https://hipermarfish.com/public/images/productos/WDPO052620230453_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Bolas de Langosta 454 g X Unidad x 454 g ,LISTOS Y CONGELADOS,$ 24.000                          ,https://hipermarfish.com/public/images/productos/QBXD021020220350_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Edamame 454 g X Unidad x 454 g ,LISTOS Y CONGELADOS,$ 7.900                          ,https://hipermarfish.com/public/images/productos/RFCE022620220257_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Gyoza Skin 500 g X Unidad x 500 g ,LISTOS Y CONGELADOS,$ 11.300                          ,https://hipermarfish.com/public/images/productos/ZVAU052620230512_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Gyoza Skin 283 g X Unidad x 283 g ,LISTOS Y CONGELADOS,$ 12.500                          ,https://hipermarfish.com/public/images/productos/FDGU081020230514_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Egg Roll Skin / Lumpias 340 g X Unidad x 340 g ,LISTOS Y CONGELADOS,$ 9.500                          ,https://hipermarfish.com/public/images/productos/NSPR101520201239_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Masa para Wonton 500 g X Unidad x 500 g ,LISTOS Y CONGELADOS,$ 11.300                          ,https://hipermarfish.com/public/images/productos/UQGY052620230516_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Natto Kabuto X Unidades x 50 g ,LISTOS Y CONGELADOS,$ 11.000                          ,https://hipermarfish.com/public/images/productos/YHSO102620230414_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Natto Torommame X Unidad ,LISTOS Y CONGELADOS,$ 11.000                          ,https://hipermarfish.com/public/images/productos/WYON071820230907_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Natto Umefuumikurozutare 133.5 g X Unidad x 133.50 g ,LISTOS Y CONGELADOS,$ 11.000                          ,https://hipermarfish.com/public/images/productos/VUBH071820230532_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Natto Niowanatto 168.3 g X Unidad x 168.30 g ,LISTOS Y CONGELADOS,$ 11.000                          ,https://hipermarfish.com/public/images/productos/GIKI102620230414_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Cazuela Especial 480 g X Unidad x 480 g ,LISTOS Y CONGELADOS,$ 14.600                          ,https://hipermarfish.com/public/images/productos/ZXSB081020230447_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Cazuela Super Especial 700 g X Unidad x 700 g ,LISTOS Y CONGELADOS,$ 19.700                          ,https://hipermarfish.com/public/images/productos/IILM081020230436_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
"Cazuela Familiar 3000 g X Unidad x 3,000 g ",LISTOS Y CONGELADOS,$ 66.300                          ,https://hipermarfish.com/public/images/productos/GKVU081020230513_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Bisque de Langosta 350 g X Unidad x 350 g ,LISTOS Y CONGELADOS,$ 13.500                          ,https://hipermarfish.com/public/images/productos/HTXC091420220601_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Crema de Salmón 360 g X Unidad x 360 g ,LISTOS Y CONGELADOS,$ 6.500                          ,https://hipermarfish.com/public/images/productos/ZAOY022420220700_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Crema de Camarón 360 g X Unidad x 360 g ,LISTOS Y CONGELADOS,$ 11.800                          ,https://hipermarfish.com/public/images/productos/UNMU022420220659_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Spring Roll de Vegetales x 20 Und X Caja x 20 u ,LISTOS Y CONGELADOS,$ 25.000                          ,https://hipermarfish.com/public/images/productos/FEWB081020230512_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Jaiba Gratinada Bandeja x 3 Unidades X Unidad x 270 g ,LISTOS Y CONGELADOS,$ 22.500                          ,https://hipermarfish.com/public/images/productos/KQOI091820230138_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Ensalada de Algas 500 g X Unidad x 500 g ,LISTOS Y CONGELADOS,$ 20.600                          ,https://hipermarfish.com/public/images/productos/OMKB020820200959_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Ensalada de Calamar 220 g X Unidad x 220 g ,LISTOS Y CONGELADOS,$ 12.900                          ,https://hipermarfish.com/public/images/productos/DHYA071620200504_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Pato X Kilogramo ,LISTOS Y CONGELADOS,$ 59.900                          ,https://hipermarfish.com/public/images/productos/YAOK081020230516_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Tofu Fresco X Kilogramo ,LISTOS Y CONGELADOS,$ 17.500                          ,https://hipermarfish.com/public/images/productos/JSES082120200456_400.jpg,https://hipermarfish.com/market/productos/listos-y-congelados
Almeja en Concha Blanca 908 g X Paquete x 1 kg ,ALMEJAS Y MEJILLONES,$ 20.000                          ,https://hipermarfish.com/public/images/productos/BPKM052520230955_400.jpg,https://hipermarfish.com/market/productos/almejas-y-mejillones
Almeja en Concha Blanca 454 g X Paquete x 454 g ,ALMEJAS Y MEJILLONES,$ 17.900                          ,https://hipermarfish.com/public/images/productos/EZHM052520230956_400.jpg,https://hipermarfish.com/market/productos/almejas-y-mejillones
Almeja Criolla 500 g X Unidad x 500 g ,ALMEJAS Y MEJILLONES,$ 10.000                          ,https://hipermarfish.com/public/images/productos/FZRP052620230455_400.jpg,https://hipermarfish.com/market/productos/almejas-y-mejillones
Almeja en Concha Negra 500 g X Unidad x 500 g ,ALMEJAS Y MEJILLONES,$ 2.300                          ,https://hipermarfish.com/public/images/productos/QXTH052620230515_400.jpg,https://hipermarfish.com/market/productos/almejas-y-mejillones
Mejillones Negros 454 g X Unidad x 454 g ,ALMEJAS Y MEJILLONES,$ 9.800                          ,https://hipermarfish.com/public/images/productos/WEIE052620230517_400.jpg,https://hipermarfish.com/market/productos/almejas-y-mejillones
Mejillones Limpios 500 g X Unidad x 500 g ,ALMEJAS Y MEJILLONES,$ 18.500                          ,https://hipermarfish.com/public/images/productos/GTJT101520200101_400.jpg,https://hipermarfish.com/market/productos/almejas-y-mejillones
Mejillones Verdes 907 g X Paquete x 907 g ,ALMEJAS Y MEJILLONES,$ 67.000                          ,https://hipermarfish.com/public/images/productos/PXOR102620230400_400.jpg,https://hipermarfish.com/market/productos/almejas-y-mejillones
Mejillones Verdes 500 g X Paquete x 500 g ,ALMEJAS Y MEJILLONES,$ 37.000                          ,https://hipermarfish.com/public/images/productos/VNYI021020220357_400.jpg,https://hipermarfish.com/market/productos/almejas-y-mejillones
Vieiras / Concha de Abanico 500 g X Paquete x 500 g ,ALMEJAS Y MEJILLONES,$ 24.500                          ,https://hipermarfish.com/public/images/productos/OJMW100720210347_400.jpg,https://hipermarfish.com/market/productos/almejas-y-mejillones
Caracol Copey x 500 g X Paquete x 1 u ,ALMEJAS Y MEJILLONES,$ 13.500                          ,https://hipermarfish.com/public/images/productos/VDLI052620230456_400.jpg,https://hipermarfish.com/market/productos/almejas-y-mejillones
Camarón 51/60 Crudo PYD x 2 kg X Unidad x 2 kg ,CAMARONES Y LANGOSTINOS,$ 90.000                          ,https://hipermarfish.com/public/images/productos/RCQT081520230416_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Tigre Fresco Cocido X Kilogramo ,CAMARONES Y LANGOSTINOS,$ 56.000                          ,https://hipermarfish.com/public/images/productos/OJGW111020221017_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Mediano Cocido 1 kg X Unidad x 1 kg ,CAMARONES Y LANGOSTINOS,$ 46.000                          ,https://hipermarfish.com/public/images/productos/YCEV102620230441_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Mediano Cocido 500 g X Unidad x 500 g ,CAMARONES Y LANGOSTINOS,$ 24.000                          ,https://hipermarfish.com/public/images/productos/XTOL102620230436_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Tigre Fresco Crudo X Kilogramo ,CAMARONES Y LANGOSTINOS,$ 55.000                          ,https://hipermarfish.com/public/images/productos/AIUD111520220302_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Tigre Granel Congelado Crudo X Kilogramo ,CAMARONES Y LANGOSTINOS,$ 49.000                          ,https://hipermarfish.com/public/images/productos/KSBZ111520220912_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Coctel de Camarones x 1 Und X Unidad ,CAMARONES Y LANGOSTINOS,$ 22.100                          ,https://hipermarfish.com/public/images/productos/DIEG031720220824_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Tigre Crudo 1 Kg X Paquete x 1 kg ,CAMARONES Y LANGOSTINOS,$ 47.000                          ,https://hipermarfish.com/public/images/productos/BHWV102620230418_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Tigre Crudo 500 g X Paquete x 500 g ,CAMARONES Y LANGOSTINOS,$ 25.000                          ,https://hipermarfish.com/public/images/productos/GZKT102620230433_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Tigre Crudo 250 g X Paquete x 250 g ,CAMARONES Y LANGOSTINOS,$ 13.500                          ,https://hipermarfish.com/public/images/productos/HHRA052520231000_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Tigre 41/50 1 Kg X Paquete x 1 kg ,CAMARONES Y LANGOSTINOS,$ 48.000                          ,https://hipermarfish.com/public/images/productos/XFOP083120190233_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Tigre 41/50 500 g X Paquete x 500 g ,CAMARONES Y LANGOSTINOS,$ 25.000                          ,https://hipermarfish.com/public/images/productos/BZGB060520210405_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Tigre 41/50 Cocido 250 g X Paquete x 250 g ,CAMARONES Y LANGOSTINOS,$ 13.500                          ,https://hipermarfish.com/public/images/productos/TCKQ111420220324_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón 26/30 Cocido 250 g X Paquete x 250 g ,CAMARONES Y LANGOSTINOS,$ 16.000                          ,https://hipermarfish.com/public/images/productos/FFOF052520231000_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón 26/30 Cocido 500 g X Paquete x 500 g ,CAMARONES Y LANGOSTINOS,$ 31.500                          ,https://hipermarfish.com/public/images/productos/GATB052920200722_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón 26/30 Cocido 1 Kg X Paquete x 1 kg ,CAMARONES Y LANGOSTINOS,$ 60.900                          ,https://hipermarfish.com/public/images/productos/TUXN020820200900_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón 26/30 Cocido con Cola 1 Kg X Paquete x 1 kg ,CAMARONES Y LANGOSTINOS,$ 68.000                          ,https://hipermarfish.com/public/images/productos/QKHL051520200914_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón 91/110 Cocido 250 g X Paquete x 250 g ,CAMARONES Y LANGOSTINOS,$ 12.500                          ,https://hipermarfish.com/public/images/productos/RJRB052520230956_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón 91/110 Cocido 500 g X Paquete x 500 g ,CAMARONES Y LANGOSTINOS,$ 22.100                          ,https://hipermarfish.com/public/images/productos/BJAB082120200501_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón 91/110 Cocido 1 Kg X Paquete x 1 kg ,CAMARONES Y LANGOSTINOS,$ 43.000                          ,https://hipermarfish.com/public/images/productos/TSAZ082120200500_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarón Jumbo Fresco X Kilogramo ,CAMARONES Y LANGOSTINOS,$ 68.000                          ,https://hipermarfish.com/public/images/productos/UKNW082720190222_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Camarones y Salsa Coctel Ring 454 g X Unidad x 454 g ,CAMARONES Y LANGOSTINOS,$ 29.400                          ,https://hipermarfish.com/public/images/productos/LGMI082720190609_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Pincho de Camarón x 2 Und X Paquete x 2 u ,CAMARONES Y LANGOSTINOS,$ 11.000                          ,https://hipermarfish.com/public/images/productos/PHSC020820200907_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Langostino en Cascara Fresco X Kilogramo ,CAMARONES Y LANGOSTINOS,$ 80.000                          ,https://hipermarfish.com/public/images/productos/BZWG111620220427_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Langostino U12 454 g X Unidad x 454 g ,CAMARONES Y LANGOSTINOS,$ 38.000                          ,https://hipermarfish.com/public/images/productos/VPGR071620200459_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Langostino U15 454 g X Unidad x 454 g ,CAMARONES Y LANGOSTINOS,$ 36.000                          ,https://hipermarfish.com/public/images/productos/IHLP061320200837_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Langostino 16/20 con Cáscara 454 g X Unidad x 454 g ,CAMARONES Y LANGOSTINOS,$ 32.000                          ,https://hipermarfish.com/public/images/productos/KIOM071620200500_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Langostino 16/20 Pelado y Desvenado 1 Kg X Paquete x 1 kg ,CAMARONES Y LANGOSTINOS,$ 71.400                          ,https://hipermarfish.com/public/images/productos/ICQM102620230430_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Langostino 16/20 Pelado y Desvenado 500 g X Paquete x 500 g ,CAMARONES Y LANGOSTINOS,$ 37.800                          ,https://hipermarfish.com/public/images/productos/QFXU091220230414_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Langostino 26/30 Pelado y Desvenado 1 Kg X Paquete x 1 kg ,CAMARONES Y LANGOSTINOS,$ 56.700                          ,https://hipermarfish.com/public/images/productos/DGDH102620230432_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Langostino 26/30 Pelado y Desvenado 500 g X Paquete x 500 g ,CAMARONES Y LANGOSTINOS,$ 29.400                          ,https://hipermarfish.com/public/images/productos/VIJE102620230435_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Gambas 908 g X Unidad x 908 g ,CAMARONES Y LANGOSTINOS,$ 96.000                          ,https://hipermarfish.com/public/images/productos/FHKL081020230433_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Gambas X Kilogramo ,CAMARONES Y LANGOSTINOS,$ 99.700                          ,https://hipermarfish.com/public/images/productos/KKJY083120191215_400.jpg,https://hipermarfish.com/market/productos/camarones-y-langostinos
Carpaccio de Pulpo 144 g X Paquete x 144 g ,CALAMARES Y PULPOS,$ 21.900                          ,https://hipermarfish.com/public/images/productos/KAHA081020230308_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Calamar Morado 5 lb X Unidad x 5 lb ,CALAMARES Y PULPOS,$ 99.000                          ,https://hipermarfish.com/public/images/productos/UGNE052620230452_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Calamar Morado 454 g X Paquete x 454 g ,CALAMARES Y PULPOS,$ 19.000                          ,https://hipermarfish.com/public/images/productos/YRIU052620230458_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Anillos de Calamar Granel X Kilogramo ,CALAMARES Y PULPOS,$ 40.000                          ,https://hipermarfish.com/public/images/productos/OGDA111620220515_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Anillos de Calamar 1 Kg X Paquete x 1 kg ,CALAMARES Y PULPOS,$ 38.900                          ,https://hipermarfish.com/public/images/productos/ZOCT052520231001_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Anillos de Calamar 500 g X Paquete x 500 g ,CALAMARES Y PULPOS,$ 20.000                          ,https://hipermarfish.com/public/images/productos/UCRS052520231002_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Calamar  Blanco en Trozos 500 g X Paquete x 500 g ,CALAMARES Y PULPOS,$ 7.900                          ,https://hipermarfish.com/public/images/productos/WGRI020820200942_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Calamar Tubo Limpio Hipermar 1 Kg X Unidad x 1 kg ,CALAMARES Y PULPOS,$ 57.000                          ,https://hipermarfish.com/public/images/productos/YPTI082720190219_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
"Calamar Tubo y Tentáculos 1135 g X Unidad x 1,135 g ",CALAMARES Y PULPOS,$ 59.000                          ,https://hipermarfish.com/public/images/productos/LVUT021020220409_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Calamar Sepia Grande X Kilogramo ,CALAMARES Y PULPOS,$ 56.000                          ,https://hipermarfish.com/public/images/productos/DIWH083020231242_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Calamar Sepia 500 g X Paquete x 500 g ,CALAMARES Y PULPOS,$ 27.500                          ,https://hipermarfish.com/public/images/productos/JZJD052620230459_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Tentáculos de Calamar 500 g X Paquete x 500 g ,CALAMARES Y PULPOS,$ 10.900                          ,https://hipermarfish.com/public/images/productos/UYOR020820200940_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Pulpo Español 2/4 X Kilogramo ,CALAMARES Y PULPOS,$ 87.000                          ,https://hipermarfish.com/public/images/productos/AFEH102320200911_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Pulpo Mexicano X Kilogramo ,CALAMARES Y PULPOS,$ 87.000                          ,https://hipermarfish.com/public/images/productos/VYWK051120200530_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Pulpo Baby 250 g X Unidad ,CALAMARES Y PULPOS,$ 15.000                          ,https://hipermarfish.com/public/images/productos/NAOX052620230457_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Pulpo Baby 1 Kg X Paquete x 1 kg ,CALAMARES Y PULPOS,$ 52.000                          ,https://hipermarfish.com/public/images/productos/BJKV041420210446_400.jpg,https://hipermarfish.com/market/productos/calamares-y-pulpos
Langosta Bogavante X Kilogramo ,LANGOSTAS Y MUELAS,$ 173.000                          ,https://hipermarfish.com/public/images/productos/JMPD083120191208_400.jpg,https://hipermarfish.com/market/productos/langostas-y-muelas
Carne de Cola de Langosta 454 g X Unidad x 454 g ,LANGOSTAS Y MUELAS,$ 63.000                          ,https://hipermarfish.com/public/images/productos/ADGZ052520231002_400.jpg,https://hipermarfish.com/market/productos/langostas-y-muelas
Cola de Langosta X Kilogramo ,LANGOSTAS Y MUELAS,$ 225.000                          ,https://hipermarfish.com/public/images/productos/KFLS083120191211_400.jpg,https://hipermarfish.com/market/productos/langostas-y-muelas
Carne de Jaiba 500 g X Unidad x 500 g ,LANGOSTAS Y MUELAS,$ 25.000                          ,https://hipermarfish.com/public/images/productos/NXSF102920220605_400.jpg,https://hipermarfish.com/market/productos/langostas-y-muelas
Muelas Snow Crab 1 Kg X Kilogramo ,LANGOSTAS Y MUELAS,$ 160.000                          ,https://hipermarfish.com/public/images/productos/EQAG102820220426_400.jpg,https://hipermarfish.com/market/productos/langostas-y-muelas
Muelas de Cangrejo Stone Crab 454 g X Paquete x 454 g ,LANGOSTAS Y MUELAS,$ 26.000                          ,https://hipermarfish.com/public/images/productos/WBFL101520200318_400.jpg,https://hipermarfish.com/market/productos/langostas-y-muelas
Muelas de Cangrejo Alaska King X Kilogramo ,LANGOSTAS Y MUELAS,$ 450.000                          ,https://hipermarfish.com/public/images/productos/DIUV020820200949_400.jpg,https://hipermarfish.com/market/productos/langostas-y-muelas
Muelas de Jaiba Jumbo x 200 g X Unidad x 200 g ,LANGOSTAS Y MUELAS,$ 12.000                          ,https://hipermarfish.com/public/images/productos/LPVE072420231002_400.jpg,https://hipermarfish.com/market/productos/langostas-y-muelas
Carne de Cangrejo Limpia 454 g X Unidad x 454 g ,LANGOSTAS Y MUELAS,$ 47.000                          ,https://hipermarfish.com/public/images/productos/REEN121920220814_400.jpg,https://hipermarfish.com/market/productos/langostas-y-muelas
Muelas de Jaibas Limpias 340 g X Unidad x 340 g ,LANGOSTAS Y MUELAS,$ 35.000                          ,https://hipermarfish.com/public/images/productos/QKHT121920220813_400.jpg,https://hipermarfish.com/market/productos/langostas-y-muelas
Mixtura de Mariscos 1 Kg X Paquete x 1 kg ,OTROS MARISCOS,$ 28.000                          ,https://hipermarfish.com/public/images/productos/KPTA083120190224_400.jpg,https://hipermarfish.com/market/productos/otros-mariscos
Mixtura de Mariscos 454 g X Paquete x 454 g ,OTROS MARISCOS,$ 15.500                          ,https://hipermarfish.com/public/images/productos/AZRH042220220150_400.jpg,https://hipermarfish.com/market/productos/otros-mariscos
Abalone x Unidad X Unidad ,OTROS MARISCOS,$ 10.000                          ,https://hipermarfish.com/public/images/productos/TGPU031720220829_400.jpg,https://hipermarfish.com/market/productos/otros-mariscos
Scallops 10/20 400 g X Paquete x 400 g ,OTROS MARISCOS,$ 92.000                          ,https://hipermarfish.com/public/images/productos/ZXRH042120200128_400.jpg,https://hipermarfish.com/market/productos/otros-mariscos
Scallops 80/100 x 400 g X Paquete x 400 g ,OTROS MARISCOS,$ 40.000                          ,https://hipermarfish.com/public/images/productos/B5A3052_400.jpg,https://hipermarfish.com/market/productos/otros-mariscos
Naruto Maki 150 g X Unidad x 150 g ,PALMITOS,$ 21.000                          ,https://hipermarfish.com/public/images/productos/JXXF071820230317_400.jpg,https://hipermarfish.com/market/productos/palmitos
Palmitos Sueltos x Unidad X Unidad ,PALMITOS,$ 600                          ,https://hipermarfish.com/public/images/productos/WSRT081520230410_400.jpg,https://hipermarfish.com/market/productos/palmitos
Palmitos de Cangrejo 1 Kg X Paquete x 1 kg ,PALMITOS,$ 16.800                          ,https://hipermarfish.com/public/images/productos/SPNR031720220832_400.jpg,https://hipermarfish.com/market/productos/palmitos
Palmitos de Cangrejo  454 g X Paquete x 454 g ,PALMITOS,$ 8.700                          ,https://hipermarfish.com/public/images/productos/ZBTF052620230507_400.jpg,https://hipermarfish.com/market/productos/palmitos
