0,categoria,precios,imagenes,skus,nombres_productos
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA DESAYUNO,6850,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/096356",96356,MARGARINA DOÑA LUPE *400g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA ALMUERZO,7950,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/095783",95783,ATUN DONA LUPE ACEITE GIRASOL POUCH*200gATUN DONA LUPE
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA DESAYUNO,4100,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/093279",93279,GALLETA DOÑA LUPE 3TACOS SEMIDULCE *306g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA DESAYUNO,5650,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/093278",93278,GALLETA DOÑA LUPE SALADA 6TACOS *600g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA DESAYUNO,3350,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/093277",93277,GALLETA DOÑA LUPE SALADA 3TACOS *300g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,BEBIDAS NO ALCOHOLICAS,1350,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/093155",93155,AGUA DONA LUPE*600ml DE MANATIAL P/24
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA ALMUERZO,4800,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/091224",91224,AZUCAR DOÑA LUPE BLANCA *1000g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA ALMUERZO,11500,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/091223",91223,AZUCAR DOÑA LUPE MORENA *2500g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA ALMUERZO,14500,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/090566",90566,ARROZ DOÑA LUPE PREMIUM *2500g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA ALMUERZO,5850,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/090565",90565,ARROZ DOÑA LUPE PREMIUM *1000g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,CUIDADO DEL HOGAR,2700,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/090185",90185,LAVALOZA DOÑA LUPE LIMON *500ml
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA ALMUERZO,2950,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/090179",90179,ARROZ DOÑA LUPE PREMIUM *500g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA DESAYUNO,12950,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/089899",89899,CAFE DOÑA LUPE *500g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA DESAYUNO,6550,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/089898",89898,CAFE DOÑA LUPE *250g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,CUIDADO DEL HOGAR,3150,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/088300",88300,BOLSA DOÑA LUPE CANELA 65*90cm *10und
https://domicilioscanaveral.com/buscar/DONA%20LUPE,CUIDADO DEL HOGAR,3150,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/088299",88299,BOLSA DOÑA LUPE CHICLE 65*90cm *10und
https://domicilioscanaveral.com/buscar/DONA%20LUPE,CUIDADO DEL HOGAR,3150,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/088298",88298,BOLSA DOÑA LUPE LIMON 65*90cm *10und
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA ALMUERZO,24500,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/087914",87914,ACEITE DOÑA LUPE GIRASOL *2000ml
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA ALMUERZO,6850,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/087153",87153,MAIZ DOÑA LUPE TIERNO *425g
https://domicilioscanaveral.com/buscar/DONA%20LUPE,DESPENSA ALMUERZO,3150,"https://res.cloudinary.com/supertiendas-ca-averal/image/upload/dpr_auto,q_50,f_auto,w_auto/087152",87152,ARVEJA DOÑA LUPE CON ZANAHORIA *310g
